ticket_id,engineer_id,area_id,ticket_date,ticket_type_id,priority,open_time,close_time,doc_time_min,resolution_code,escalation_count,segment_id,equipment_id,customers_affected,notes
TKT-0199,ENG-024,SA-001,2026-03-22,TT-003,P1,2026-03-22T20:00:00,2026-03-23T08:00:00,75,Power Restored,2,SEG-002,EQ-041,890,Hub site power event. Generator start delay. Battery bridge held. Rectifier replaced.
TKT-0200,ENG-011,SA-003,2026-03-22,TT-008,P4,2026-03-22T14:30:00,2026-03-22T16:00:00,20,Speed Issue Resolved,0,SEG-006,EQ-013,1,Business customer slow upload. Bandwidth profile asymmetric. Corrected to symmetric.
TKT-0201,ENG-029,SA-013,2026-03-22,TT-002,P2,2026-03-22T05:00:00,2026-03-22T10:30:00,48,Hardware Replaced,1,SEG-004,EQ-010,680,Core router optic degradation. Pre-emptive replacement before failure. Traffic rerouted during swap.
TKT-0202,ENG-005,SA-001,2026-03-22,TT-013,P3,2026-03-22T01:00:00,2026-03-22T05:00:00,32,Maintenance Complete,0,SEG-001,EQ-001,0,Core router quarterly maintenance. Memory housekeeping and process restart.
TKT-0203,ENG-018,SA-013,2026-03-22,TT-011,P3,2026-03-22T22:00:00,2026-03-23T04:00:00,48,Circuit Upgraded,0,SEG-005,EQ-012,0,Enterprise customer metro Ethernet upgrade 10G→100G. Optics and QoS update.
TKT-0204,ENG-023,SA-007,2026-03-22,TT-005,P4,2026-03-22T11:00:00,2026-03-22T12:00:00,12,Config Corrected,0,SEG-009,EQ-019,1,Customer port not forwarding. Port-security violation shutdown. Cleared and adjusted.
TKT-0205,ENG-020,SA-012,2026-03-22,TT-001,P3,2026-03-22T16:00:00,2026-03-22T21:00:00,38,Fiber Repaired,0,SEG-012,EQ-027,110,Customer drop fiber damaged by rodent. Re-terminated in armored conduit.
TKT-0206,ENG-007,SA-001,2026-03-22,TT-011,P3,2026-03-22T22:00:00,2026-03-23T04:00:00,48,Circuit Upgraded,0,SEG-003,EQ-006,0,OLT uplink upgrade to 25G for increased subscriber count.
TKT-0207,ENG-015,SA-011,2026-03-22,TT-002,P2,2026-03-22T07:00:00,2026-03-22T12:00:00,45,Hardware Replaced,1,SEG-012,EQ-028,260,5G BBU failure. Replaced baseband unit. All sectors re-established.
TKT-0208,ENG-006,SA-004,2026-03-22,TT-006,P2,2026-03-22T14:00:00,2026-03-23T12:00:00,52,Capacity Augmented,0,SEG-005,EQ-012,0,Metro ring capacity at 87%. Activated pre-provisioned 100G wavelength.
TKT-0209,ENG-030,SA-010,2026-03-22,TT-004,P2,2026-03-22T08:00:00,2026-03-23T08:00:00,55,Patch Applied,1,SEG-010,EQ-050,0,Firewall session table optimization. Applied vendor patch for connection tracking.
TKT-0210,ENG-002,SA-001,2026-03-22,TT-014,P4,2026-03-22T08:00:00,2026-03-22T12:00:00,35,PM Complete,0,SEG-003,EQ-006,0,OLT quarterly maintenance review and alarm tuning.
TKT-0211,ENG-004,SA-005,2026-03-22,TT-009,P3,2026-03-22T10:00:00,2026-03-22T13:00:00,28,Issue Resolved,0,SEG-006,EQ-014,5,Customer intermittent connectivity. Identified faulty ONT. Replaced.
TKT-0212,ENG-013,SA-010,2026-03-22,TT-015,P1,2026-03-22T22:00:00,2026-03-23T02:00:00,48,Emergency Maintenance Complete,1,SEG-010,EQ-022,0,Critical MPLS vulnerability. Emergency patch on all core routers.
TKT-0213,ENG-016,SA-007,2026-03-22,TT-005,P3,2026-03-22T14:30:00,2026-03-22T16:00:00,15,Config Corrected,0,SEG-009,EQ-019,2,ARP timeout too short on GPON customers. Extended to 4h.
TKT-0214,ENG-009,SA-008,2026-03-22,TT-001,P2,2026-03-22T09:00:00,2026-03-22T15:30:00,55,Fiber Repaired,1,SEG-009,EQ-020,780,Underground fiber damage from waterline repair. Excavation and splice.
TKT-0215,ENG-014,SA-010,2026-03-22,TT-013,P3,2026-03-22T01:00:00,2026-03-22T05:00:00,35,Maintenance Complete,0,SEG-012,EQ-025,0,Aggregation switch quarterly maintenance. TCAM utilization check.
TKT-0216,ENG-019,SA-002,2026-03-22,TT-008,P4,2026-03-22T10:00:00,2026-03-22T11:30:00,18,Speed Issue Resolved,0,SEG-003,EQ-008,1,5G fixed wireless customer poor signal. Adjusted CPE antenna alignment.
TKT-0217,ENG-012,SA-006,2026-03-22,TT-017,P3,2026-03-22T09:00:00,2026-03-29T17:00:00,185,Investigation Complete,0,SEG-008,EQ-049,0,Investigation into recurring unauthorized access attempts. Implemented zero-trust segmentation.
TKT-0218,ENG-021,SA-005,2026-03-22,TT-001,P2,2026-03-22T06:30:00,2026-03-22T13:00:00,58,Fiber Repaired,1,SEG-006,EQ-014,920,Trunk fiber break. Emergency restoration with temporary aerial routing.
TKT-0219,ENG-028,SA-015,2026-03-22,TT-002,P3,2026-03-22T07:00:00,2026-03-22T11:00:00,38,Hardware Replaced,0,SEG-002,EQ-004,0,Proactive replacement of aging aggregation switch SFP showing elevated BER.
TKT-0220,ENG-025,SA-003,2026-03-22,TT-005,P4,2026-03-22T15:00:00,2026-03-22T16:00:00,12,Config Corrected,0,SEG-006,EQ-013,1,Customer IPTV multicast not working. Enabled IGMP on customer-facing VLAN.
TKT-0221,ENG-027,SA-014,2026-03-22,TT-014,P4,2026-03-22T08:00:00,2026-03-22T16:00:00,42,PM Complete,0,SEG-012,EQ-026,0,OLT quarterly PM. Power level verification across all PON ports.
TKT-0222,ENG-022,SA-009,2026-03-22,TT-001,P2,2026-03-22T17:00:00,2026-03-22T23:00:00,52,Fiber Repaired,1,SEG-010,EQ-033,1600,DWDM fiber cut between sites. Emergency splice on metro dark fiber.
TKT-0223,ENG-011,SA-003,2026-03-22,TT-012,P3,2026-03-22T22:00:00,2026-03-23T02:00:00,38,Firmware Updated,0,SEG-005,EQ-011,0,Aggregation switch firmware update for EVPN multicast improvement.
TKT-0224,ENG-010,SA-008,2026-03-22,TT-009,P3,2026-03-22T13:00:00,2026-03-22T16:00:00,28,Issue Resolved,0,SEG-009,EQ-048,6,DOCSIS customers reporting slow speeds during peak. Added US channels.
TKT-0225,ENG-003,SA-001,2026-03-22,TT-006,P2,2026-03-22T14:00:00,2026-03-23T12:00:00,48,Capacity Augmented,0,SEG-002,EQ-003,0,Aggregation ring nearing capacity. Added 100G QSFP28 LAG member.
TKT-0226,ENG-017,SA-015,2026-03-22,TT-017,P3,2026-03-22T09:00:00,2026-03-29T17:00:00,210,Investigation Complete,0,SEG-001,EQ-039,6500,Long-term investigation into NE data center power reliability. Full battery fleet assessment.
TKT-0227,ENG-008,SA-005,2026-03-22,TT-002,P2,2026-03-22T04:30:00,2026-03-22T10:00:00,50,Hardware Replaced,1,SEG-006,EQ-044,280,OLT card failure at SE remote terminal. Replaced card. ONTs re-ranged.
TKT-0228,ENG-026,SA-006,2026-03-22,TT-013,P3,2026-03-22T01:00:00,2026-03-22T05:00:00,30,Maintenance Complete,0,SEG-008,EQ-018,0,Aggregation switch quarterly maintenance. Log cleanup and config archive.
TKT-0229,ENG-029,SA-004,2026-03-22,TT-001,P1,2026-03-22T19:00:00,2026-03-23T03:00:00,72,Fiber Repaired,2,SEG-005,EQ-012,3500,Major metro ring fiber cut. SEP ring protection activated. Emergency splice.
TKT-0230,ENG-024,SA-001,2026-03-22,TT-004,P2,2026-03-22T10:00:00,2026-03-23T10:00:00,55,Patch Applied,1,SEG-001,EQ-034,0,Firewall deep inspection engine memory leak. Hotfix applied.
TKT-0231,ENG-001,SA-001,2026-03-22,TT-005,P3,2026-03-22T16:00:00,2026-03-22T17:00:00,12,Config Corrected,0,SEG-003,EQ-005,2,Customer VLAN tag mismatch after provisioning change. Corrected service profile.
TKT-0232,ENG-018,SA-013,2026-03-22,TT-009,P3,2026-03-22T09:00:00,2026-03-22T12:00:00,28,Issue Resolved,0,SEG-005,EQ-012,4,Enterprise customer reporting jitter. QoS class mismatch on metro ring. Corrected.
TKT-0233,ENG-015,SA-011,2026-03-22,TT-014,P4,2026-03-22T08:00:00,2026-03-22T16:00:00,45,PM Complete,0,SEG-012,EQ-046,0,5G cell site PM. Full sector audit and handover testing.
TKT-0234,ENG-020,SA-014,2026-03-22,TT-005,P4,2026-03-22T14:00:00,2026-03-22T15:00:00,12,Config Corrected,0,SEG-012,EQ-026,1,OLT power-saving mode incorrectly enabled. Disabled for always-on customer.
TKT-0235,ENG-004,SA-003,2026-03-22,TT-008,P3,2026-03-22T09:30:00,2026-03-22T11:30:00,22,Speed Issue Resolved,0,SEG-006,EQ-013,1,Customer speed test failure. Replaced degraded fiber patch cord at FDH.
TKT-0236,ENG-007,SA-001,2026-03-22,TT-002,P3,2026-03-22T12:00:00,2026-03-22T16:00:00,35,Hardware Replaced,0,SEG-003,EQ-042,95,OLT SFP showing pre-failure warnings. Proactively replaced before customer impact.
TKT-0237,ENG-013,SA-009,2026-03-22,TT-018,P2,2026-03-22T11:00:00,2026-03-24T11:00:00,62,Vendor Resolved,1,SEG-010,EQ-033,0,Infinera DWDM amplifier noise floor elevated. Vendor calibration visit scheduled.
TKT-0238,ENG-006,SA-004,2026-03-22,TT-001,P2,2026-03-22T22:00:00,2026-03-23T05:00:00,58,Fiber Repaired,1,SEG-005,EQ-012,1200,Metro ring fiber break at splice enclosure. Emergency splice repair.
TKT-0239,ENG-023,SA-007,2026-03-22,TT-012,P3,2026-03-22T22:00:00,2026-03-23T02:00:00,38,Firmware Updated,0,SEG-007,EQ-017,0,Core router firmware update. Graceful restart verified on all adjacencies.
TKT-0240,ENG-030,SA-010,2026-03-22,TT-005,P4,2026-03-22T09:00:00,2026-03-22T10:00:00,12,Config Corrected,0,SEG-011,EQ-025,2,MAC address table aging timer mismatch. Standardized across ring.
TKT-0241,ENG-005,SA-001,2026-03-22,TT-006,P2,2026-03-22T14:00:00,2026-03-23T14:00:00,52,Capacity Augmented,0,SEG-001,EQ-030,0,DWDM system flex-grid optimization. Reconfigured channels for better spectrum utilization.
TKT-0242,ENG-002,SA-001,2026-03-22,TT-001,P3,2026-03-22T15:00:00,2026-03-22T19:00:00,32,Fiber Repaired,0,SEG-003,EQ-006,45,Drop fiber cut at customer demarc. Splice repair.
TKT-0243,ENG-009,SA-007,2026-03-22,TT-009,P3,2026-03-22T10:00:00,2026-03-22T13:00:00,25,Issue Resolved,0,SEG-008,EQ-045,3,Enterprise L3VPN routing issue. Missing redistribution. Added into PE config.
TKT-0244,ENG-019,SA-002,2026-03-22,TT-001,P3,2026-03-22T14:00:00,2026-03-22T18:00:00,35,Fiber Repaired,0,SEG-003,EQ-008,55,Aerial fiber weathering damage. Replaced 50m span.
TKT-0245,ENG-016,SA-006,2026-03-22,TT-002,P2,2026-03-22T05:00:00,2026-03-22T10:00:00,42,Hardware Replaced,1,SEG-009,EQ-019,420,OLT card failure. Service degradation for 420 customers. Replaced card within SLA.
TKT-0246,ENG-014,SA-011,2026-03-22,TT-008,P4,2026-03-22T11:00:00,2026-03-22T12:30:00,18,Speed Issue Resolved,0,SEG-012,EQ-029,1,5G FWA customer slow speed. Adjusted beam configuration for better signal.
TKT-0247,ENG-026,SA-006,2026-03-22,TT-004,P3,2026-03-22T13:00:00,2026-03-23T09:00:00,42,Workaround Applied,0,SEG-008,EQ-018,0,MPLS fast-reroute not engaging on protected path. Applied static backup path.
TKT-0248,ENG-021,SA-005,2026-03-22,TT-005,P3,2026-03-22T09:00:00,2026-03-22T10:30:00,15,Config Corrected,0,SEG-006,EQ-014,3,DHCP relay not configured on new VLAN. Added ip helper-address.
TKT-0249,ENG-028,SA-015,2026-03-22,TT-014,P4,2026-03-22T08:00:00,2026-03-22T16:00:00,40,PM Complete,0,SEG-002,EQ-004,0,Aggregation switch quarterly PM. Config backup, optics check, log review.
TKT-0250,ENG-011,SA-003,2026-03-22,TT-001,P2,2026-03-22T21:00:00,2026-03-23T03:30:00,55,Fiber Repaired,1,SEG-006,EQ-013,650,Underground fiber break from sewer construction. Emergency splice repair.
TKT-0251,ENG-022,SA-009,2026-03-22,TT-006,P2,2026-03-22T14:00:00,2026-03-23T14:00:00,50,Capacity Augmented,0,SEG-011,EQ-024,0,Aggregation ring at 85%. Added pre-provisioned 100G link.
TKT-0252,ENG-003,SA-001,2026-03-22,TT-012,P3,2026-03-22T22:00:00,2026-03-23T02:00:00,35,Firmware Updated,0,SEG-002,EQ-003,0,Aggregation switch firmware update. TCAM optimization included.
TKT-0253,ENG-025,SA-004,2026-03-22,TT-002,P2,2026-03-22T06:00:00,2026-03-22T11:00:00,45,Hardware Replaced,1,SEG-006,EQ-013,350,OLT power supply showing intermittent alarms. Proactive replacement.
TKT-0254,ENG-017,SA-001,2026-03-22,TT-004,P2,2026-03-22T16:00:00,2026-03-23T16:00:00,55,Patch Applied,1,SEG-001,EQ-002,0,Juniper JunOS RPD vulnerability patch. Applied after lab validation.
TKT-0255,ENG-008,SA-003,2026-03-22,TT-014,P4,2026-03-22T08:00:00,2026-03-22T16:00:00,42,PM Complete,0,SEG-006,EQ-016,0,5G cell site quarterly PM. Full sector optimization and handover audit.
TKT-0256,ENG-010,SA-008,2026-03-22,TT-005,P4,2026-03-22T10:00:00,2026-03-22T11:00:00,12,Config Corrected,0,SEG-009,EQ-048,1,DOCSIS upstream power level out of range for customer modem. Adjusted US power.
TKT-0257,ENG-024,SA-001,2026-03-22,TT-015,P1,2026-03-22T23:00:00,2026-03-23T03:00:00,48,Emergency Maintenance Complete,1,SEG-001,EQ-036,0,F5 load balancer TLS certificate vulnerability. Emergency patch and cert rotation.
TKT-0258,ENG-012,SA-006,2026-03-22,TT-001,P1,2026-03-22T23:30:00,2026-03-23T06:00:00,68,Fiber Repaired,2,SEG-007,EQ-032,3800,Major DWDM fiber cut between Chicago and Minneapolis. Emergency splice. 6.5h TTR.
TKT-0259,ENG-006,SA-003,2026-03-22,TT-009,P3,2026-03-22T09:00:00,2026-03-22T12:00:00,25,Issue Resolved,0,SEG-006,EQ-016,4,5G customers reporting intermittent drops. X2 handover timeout. Adjusted parameters.
TKT-0260,ENG-029,SA-013,2026-03-22,TT-018,P2,2026-03-22T12:00:00,2026-03-24T12:00:00,60,Vendor Resolved,1,SEG-004,EQ-009,0,Cisco core router ASIC defect. TAC confirmed. Hardware replacement scheduled.
TKT-0261,ENG-007,SA-001,2026-03-22,TT-005,P4,2026-03-22T14:00:00,2026-03-22T15:00:00,10,Config Corrected,0,SEG-003,EQ-042,1,New ONT not registering. Serial number not in whitelist. Added.
TKT-0262,ENG-013,SA-010,2026-03-22,TT-002,P1,2026-03-22T02:00:00,2026-03-22T08:00:00,65,Hardware Replaced,2,SEG-010,EQ-022,4200,Core router supervisor dual failure (primary + standby). Full chassis swap. 6h outage.
TKT-0263,ENG-020,SA-014,2026-03-22,TT-014,P4,2026-03-22T08:00:00,2026-03-22T16:00:00,40,PM Complete,0,SEG-012,EQ-047,0,OLT quarterly PM. Comprehensive alarm review and optics verification.
TKT-0264,ENG-018,SA-013,2026-03-22,TT-001,P2,2026-03-22T07:30:00,2026-03-22T13:30:00,55,Fiber Repaired,1,SEG-005,EQ-011,480,Metro ring fiber break at splice point. Emergency repair.
TKT-0265,ENG-001,SA-001,2026-03-22,TT-008,P3,2026-03-22T11:00:00,2026-03-22T13:00:00,22,Speed Issue Resolved,0,SEG-003,EQ-005,1,Customer WiFi dead spot. Adjusted ONT WiFi channel and TX power.
TKT-0266,ENG-023,SA-008,2026-03-22,TT-002,P2,2026-03-22T04:00:00,2026-03-22T09:30:00,48,Hardware Replaced,1,SEG-008,EQ-045,310,Aggregation switch fan failure. Thermal alarm. Replaced fan tray. No service impact.
TKT-0267,ENG-015,SA-011,2026-03-22,TT-005,P3,2026-03-22T10:00:00,2026-03-22T11:30:00,15,Config Corrected,0,SEG-012,EQ-028,2,5G cell site S1 interface not up after maintenance. SCTP config corrected.
TKT-0268,ENG-030,SA-010,2026-03-22,TT-001,P2,2026-03-22T12:00:00,2026-03-22T18:00:00,52,Fiber Repaired,1,SEG-012,EQ-027,560,OLT trunk fiber cut. Emergency splice repair.
TKT-0269,ENG-004,SA-003,2026-03-22,TT-006,P2,2026-03-22T14:00:00,2026-03-23T12:00:00,48,Capacity Augmented,0,SEG-005,EQ-012,0,Metro ring 10G link saturation. Upgraded to 100G with new optics.
TKT-0270,ENG-005,SA-001,2026-03-22,TT-002,P2,2026-03-22T06:00:00,2026-03-22T11:00:00,48,Hardware Replaced,1,SEG-001,EQ-001,0,Core router line card pre-failure alarm. Proactive swap during maintenance window.
TKT-0271,ENG-009,SA-007,2026-03-22,TT-008,P4,2026-03-22T09:00:00,2026-03-22T10:30:00,18,Speed Issue Resolved,0,SEG-008,EQ-045,1,Customer upload slow. Found CRC errors on port. Replaced fiber patch cord.
TKT-0272,ENG-014,SA-009,2026-03-22,TT-013,P3,2026-03-22T01:00:00,2026-03-22T05:00:00,30,Maintenance Complete,0,SEG-011,EQ-024,0,Aggregation scheduled maintenance. ARP optimization and TCAM cleanup.
TKT-0273,ENG-016,SA-006,2026-03-22,TT-009,P3,2026-03-22T08:00:00,2026-03-22T11:00:00,25,Issue Resolved,0,SEG-009,EQ-019,5,Multiple residential customers intermittent drops. PON port anomaly. Reset port.
TKT-0274,ENG-011,SA-004,2026-03-22,TT-010,P3,2026-03-22T10:00:00,2026-03-26T16:00:00,88,Circuit Provisioned,0,SEG-006,EQ-014,0,New enterprise GPON service. Full installation including drop fiber and activation.
TKT-0275,ENG-002,SA-001,2026-03-22,TT-012,P3,2026-03-22T22:00:00,2026-03-23T02:00:00,35,Firmware Updated,0,SEG-003,EQ-005,0,OLT firmware update. Improved GPON dynamic bandwidth allocation.
TKT-0276,ENG-026,SA-006,2026-03-22,TT-002,P2,2026-03-22T05:30:00,2026-03-22T10:30:00,45,Hardware Replaced,1,SEG-007,EQ-017,1500,Core router optic failure. DWDM wavelength moved to protection path. Optic replaced.
TKT-0277,ENG-027,SA-012,2026-03-22,TT-008,P4,2026-03-22T11:00:00,2026-03-22T12:30:00,18,Speed Issue Resolved,0,SEG-012,EQ-028,1,5G FWA customer slow speed. Adjusted antenna panel tilt for better SINR.
TKT-0278,ENG-019,SA-002,2026-03-22,TT-005,P3,2026-03-22T09:00:00,2026-03-22T10:30:00,15,Config Corrected,0,SEG-003,EQ-008,2,5G cell site neighbor list incomplete. Added missing cells for seamless handover.
TKT-0279,ENG-022,SA-009,2026-03-22,TT-003,P1,2026-03-22T18:00:00,2026-03-23T06:00:00,72,Power Restored,2,SEG-010,EQ-022,4500,Extended utility outage at W data center. Generator + UPS sustained. Close monitoring.
TKT-0280,ENG-021,SA-005,2026-03-22,TT-012,P3,2026-03-22T22:00:00,2026-03-23T02:00:00,35,Firmware Updated,0,SEG-006,EQ-043,0,5G radio firmware update for improved massive-MIMO beamforming.
TKT-0281,ENG-028,SA-015,2026-03-22,TT-001,P3,2026-03-22T13:00:00,2026-03-22T17:00:00,32,Fiber Repaired,0,SEG-002,EQ-004,65,Underground fiber damage at utility crossing. Splice repair.
TKT-0282,ENG-003,SA-002,2026-03-22,TT-014,P4,2026-03-22T08:00:00,2026-03-22T16:00:00,42,PM Complete,0,SEG-003,EQ-008,0,5G cell site quarterly PM. Full sector audit and optimization.
TKT-0283,ENG-008,SA-003,2026-03-22,TT-009,P3,2026-03-22T10:00:00,2026-03-22T13:00:00,28,Issue Resolved,0,SEG-005,EQ-012,4,Enterprise L2VPN bridge loop. STP configuration corrected.
TKT-0284,ENG-010,SA-006,2026-03-22,TT-002,P3,2026-03-22T07:00:00,2026-03-22T11:00:00,38,Hardware Replaced,0,SEG-009,EQ-019,120,Proactive OLT card replacement - elevated error counters detected by monitoring.
TKT-0285,ENG-024,SA-001,2026-03-22,TT-011,P3,2026-03-22T22:00:00,2026-03-23T04:00:00,48,Circuit Upgraded,0,SEG-001,EQ-001,0,Core link upgrade 100G→400G for peering capacity growth.
TKT-0286,ENG-025,SA-004,2026-03-22,TT-008,P4,2026-03-22T14:00:00,2026-03-22T15:30:00,20,Speed Issue Resolved,0,SEG-006,EQ-013,1,Customer speed complaint. Provisioning error - subscribed tier not matching service.
TKT-0287,ENG-017,SA-001,2026-03-22,TT-018,P2,2026-03-22T10:00:00,2026-03-24T10:00:00,65,Vendor Resolved,1,SEG-001,EQ-001,0,Cisco core router ASIC health degradation. TAC confirmed. Proactive RMA.
TKT-0288,ENG-012,SA-006,2026-03-22,TT-005,P3,2026-03-22T15:00:00,2026-03-22T16:30:00,15,Config Corrected,0,SEG-008,EQ-018,3,MPLS RSVP tunnel not establishing. TE metric mismatch. Corrected at both ends.
TKT-0289,ENG-029,SA-013,2026-03-22,TT-014,P4,2026-03-22T08:00:00,2026-03-22T16:00:00,42,PM Complete,0,SEG-004,EQ-031,0,DWDM quarterly PM. Amplifier check, wavelength verification, power level audit.
TKT-0290,ENG-006,SA-004,2026-03-22,TT-002,P1,2026-03-22T01:00:00,2026-03-22T07:30:00,62,Hardware Replaced,2,SEG-004,EQ-009,2800,Core router line card dual failure. Traffic rerouted via backup. Cards replaced.
TKT-0291,ENG-007,SA-001,2026-03-22,TT-009,P3,2026-03-22T10:00:00,2026-03-22T12:30:00,22,Issue Resolved,0,SEG-003,EQ-005,3,Multiple ONT deregistration events. OLT upstream laser degraded. Replaced SFP.
TKT-0292,ENG-018,SA-004,2026-03-22,TT-011,P3,2026-03-22T22:00:00,2026-03-23T04:00:00,45,Circuit Upgraded,0,SEG-006,EQ-015,0,CMTS downstream channel bonding upgrade. Added 8 more channels per service group.
TKT-0293,ENG-004,SA-003,2026-03-22,TT-005,P4,2026-03-22T08:00:00,2026-03-22T09:00:00,10,Config Corrected,0,SEG-006,EQ-013,1,Customer IPv6 not working. DHCPv6 prefix delegation not enabled on OLT. Fixed.
TKT-0294,ENG-020,SA-012,2026-03-22,TT-001,P3,2026-03-22T12:00:00,2026-03-22T16:30:00,35,Fiber Repaired,0,SEG-012,EQ-046,85,5G cell site fiber damage. Splice repair at handhole.
TKT-0295,ENG-023,SA-007,2026-03-22,TT-002,P2,2026-03-22T05:00:00,2026-03-22T10:00:00,48,Hardware Replaced,1,SEG-007,EQ-032,900,DWDM amplifier degradation. Replaced EDFA module. Wavelengths restored.
TKT-0296,ENG-001,SA-001,2026-03-22,TT-013,P3,2026-03-22T01:00:00,2026-03-22T05:00:00,30,Maintenance Complete,0,SEG-003,EQ-006,0,OLT scheduled maintenance. DBA optimization and power budget review.
TKT-0297,ENG-030,SA-009,2026-03-22,TT-009,P3,2026-03-22T08:00:00,2026-03-22T11:00:00,25,Issue Resolved,0,SEG-010,EQ-023,4,Core router high CPU. Identified BGP scanner process. Applied optimization.
TKT-0298,ENG-015,SA-011,2026-03-22,TT-008,P4,2026-03-22T10:00:00,2026-03-22T11:30:00,18,Speed Issue Resolved,0,SEG-012,EQ-028,1,5G customer slow download. Replaced defective antenna cable.
TKT-0299,ENG-005,SA-001,2026-03-22,TT-012,P3,2026-03-22T22:00:00,2026-03-23T02:00:00,38,Firmware Updated,0,SEG-001,EQ-001,0,Core router firmware update. Maintenance window. All protocols graceful.
TKT-0300,ENG-013,SA-010,2026-03-22,TT-016,P2,2026-03-22T08:00:00,2026-03-27T17:00:00,225,RCA Complete,0,SEG-010,EQ-022,4200,RCA for Mar 22 dual supervisor failure. Vendor defect confirmed. Fleet-wide inspection ordered.
